countryID,HealthcostID,InternetID,Average Annual Growth Rate (%),Healthdifference,depressive disorders rate of Change
0,3,3,1.3896836322755313,-14.562266920000003,9.697820404764812
1,3,3,0.5420580288618833,55.1231947,-1.1852674210431573
2,1,2,0.8030161786171919,1584.3065460000007,7.421103642318782
3,3,3,1.3593757875055028,14.091364329999998,-1.1356695493701565
4,3,3,2.1645674077475525,-8.88649546,-1.3620599556217527
5,3,3,2.645448686939152,-42.19383019,1.692237022544461
6,2,3,0.8532116229814208,-72.53871169999996,2.798232225150544
7,3,3,1.2820322863700973,-29.638551389999996,2.656941891718988
8,2,3,-0.003407688990092822,318.02218930000004,-4.017302655279266
9,3,3,2.5695300276805546,-2.6072013700000003,-5.029550637177163
10,3,3,1.2957576254307743,31.09697680000002,4.180348453649632
11,2,3,-0.03873588702366939,3005.2345315999996,3.952959553974768
12,3,3,1.7456899252996902,-16.46613982999999,-1.7375312933521236
13,3,3,2.289043552213033,-52.856722350000005,-0.6853104076309133
14,3,3,3.2330602326240245,-6.460279549999999,6.0076663113314055
15,3,3,1.0372683410378205,-14.872496189999993,-0.9391455047202157
16,3,3,1.4102776901682124,44.73290709999998,4.706621917336548
17,3,3,1.2883505414875156,228.01719442999996,4.886051669341228
18,2,2,0.10410982536121816,3373.177229,10.86257859050075
19,3,3,0.5177186717600233,124.49850883,1.681212892132379
20,3,3,2.931540295915357,7.425527300000001,-0.5829184528286362
21,2,3,0.6537229320594509,3320.7189078999995,-3.869335159528344
22,2,3,0.5184099279618211,2548.321912,2.5981380947477266
23,2,3,1.428213130182701,125.09312489999999,-1.9990087639600205
24,2,3,0.23402258615180838,1594.3625276,-1.5597617001543966
25,3,3,2.5485680818665823,10.58689648,-1.1306544389249495
26,3,3,0.7753881037548388,-44.89224874,-0.4337126656267145
27,2,3,1.268494396056808,216.2962811,4.188648237916215
28,2,3,0.4901696930364069,582.0290930000001,2.200295626532011
29,3,3,3.232180137463179,-8.46428999,-0.7386124462647103
30,3,3,1.9198866668951666,-5.790212400000001,12.130065456876537
31,2,3,0.7812101065262186,1349.4977752,1.5675471946296256
32,3,3,2.598052061879137,20.310077140000004,-2.487661298224374
33,3,3,1.8315186282474698,54.16775725000001,-5.84975025887735
34,2,3,1.0565715207805826,283.5104452,0.11704746586059755
35,1,3,3.271131968585689,-55.073679479999996,
36,3,3,-0.03997757294587993,449.8865054,-3.058908066553954
37,2,3,1.0781040985639492,2806.1412649999997,-5.193373848460759
38,3,3,1.206905364097282,-20.322489669999996,-1.2825615644219823
39,2,3,-0.7965372260120811,-3.851643199999984,-2.1343244296947574
40,3,3,3.6267276136548032,-5.944412,0.07217397465508668
41,3,3,2.8262009330851496,0.0,1.1855953086253876
42,3,3,1.6419304135774078,-9.2027359,-7.010384557685699
43,3,3,2.802101163317347,0.0,3.214255409309061
44,2,3,2.867735473433046,5.344002669999999,1.6047404401839263
45,3,3,2.4671971170776836,7.348069330000001,-13.254626537161254
46,3,3,1.2784525934206843,140.05680690000003,-2.522240218830163
47,3,3,1.629606988368641,23.1070273,10.87746605320773
48,3,3,0.8957536627405842,-17.110880419999997,4.182814039855302
49,3,3,3.025433063459168,-0.7406867100000003,7.43619176357879
50,3,3,2.599981135671754,-11.022185760000003,3.755437040084264
51,3,3,0.6997754047227802,-17.133197410000008,1.1752251442211517
52,3,3,2.722086860669628,-32.19837219,7.741919181178972
53,3,3,3.8680219012567667,-3.0723679599999993,-0.5523724081606183
54,2,3,1.4711756255725645,2960.954912,6.920704206419046
55,3,3,,0.0,-1.9327946040118889
56,3,3,,0.0,29.31030587794713
57,3,3,3.2312974863531934,1.527379960000001,4.251002015539251
58,3,3,,0.0,1.7174220445465878
59,3,3,3.0187550337150033,2.749027469999998,13.165652789104485
60,3,3,0.7765643104021971,-9.978711590000003,-7.455968319534623
61,3,3,2.777170270719576,2.8834310400000014,-0.44116977631806087
62,3,3,3.2985085556565052,15.616648040000001,-0.07730802227913358
63,3,3,1.2029980828875104,110.3826876,1.4974419573544289
64,2,3,1.1954822237625347,163.52642949999995,-2.3893138657224178
65,3,3,-0.7448020755112037,488.24584699999997,0.7093143926914394
66,3,3,3.437571184127467,-15.364730989999998,-1.552272631858398
67,3,3,2.800320894006415,0.0,2.1416630266579517
68,2,3,1.6874708982874203,83.36050440000002,-0.4591787527839166
69,3,3,2.1749343551712754,-64.9345688,0.3415940155413253
70,3,3,2.7156135326149866,-12.551646359999996,-1.2334780813908708
71,2,2,0.46562001282589716,2199.673287,-0.9866215788525992
72,2,3,1.253197823597348,-43.911881820000005,1.4321101121419915
73,3,3,1.3228960143391144,-0.07157139999999984,1.6386957281770442
74,3,3,2.368640345128889,-13.808309670000002,0.4550086831777267
75,2,3,2.519221923892547,9.232763109999999,-3.5155473654336475
76,3,3,3.00158961456063,-4.127347180000001,-0.7061242966463617
77,3,3,2.917016667620702,0.8121157300000004,-12.38517038189162
78,2,3,1.6220829796384635,112.37535315,0.16915696770965916
79,3,3,1.0291922804577252,39.72104343999999,1.9300974506442046
80,3,3,1.5838852087575075,-19.5623884,-3.282586065322665
81,2,3,0.5923431978354895,2922.5518190000003,2.4698285058177056
82,3,3,1.0981839222330003,113.68784389999999,1.3524906979431819
83,2,3,3.5164886450662722,12.2989283,-17.269237434206815
84,3,3,3.121669809443512,-6.83668799,-4.825861790481923
85,2,3,,973.8859494,-5.20789730770543
86,2,3,2.08951145805863,-38.82889478,1.9151882381823206
87,2,3,0.7817478203218504,4329.1922011999995,-2.2963636154109235
88,3,3,2.730165587069888,37.92074323,-0.9621012904697857
89,2,3,0.20279215086451252,1586.3539415,-3.508963699947676
90,3,3,1.1351285117797418,-58.70617942999999,5.536719983006954
91,2,3,2.13010676019632,-27.16444674,-5.423863691687835
92,2,3,-0.02570981862768685,135.60906779999993,-7.088209580262948
93,2,3,0.003970701940604866,678.3793813000001,1.52325877451554
94,2,3,-0.2258160572395747,490.949099,-7.381340453067186
95,3,3,6.134220713895838,481.58944370000006,1.8233058062850347
96,3,3,-0.29825954485993833,171.67347209999997,-0.6218703110010253
97,2,3,1.9726290099902717,1656.12745,-3.430770431101493
98,3,3,2.646007536088032,-25.786999710000003,5.40907725568286
99,2,3,2.811375924234793,-17.705585300000003,8.21358930465449
100,2,3,0.5280205380121418,2945.810353,-7.984214610045459
101,2,2,0.9214879341805366,-2956.2312009999996,-22.89393368449455
102,3,3,1.502958621132011,0.7277265199999974,0.261434595799404
103,3,3,,0.0,
104,2,3,1.363903912815358,45.049707690000005,-0.679343934644872
105,2,3,-0.4272421830796593,151.97258070000004,-2.7688489125895295
106,3,3,1.2618885500737023,0.0,-6.572973161712847
107,2,3,1.5963734567933798,35.17534280000001,2.662357580794115
108,3,3,1.463173239407892,-0.7371249899999981,-2.2480170762479865
109,2,3,-0.8145195209061382,185.9865203,-9.097029257983323
110,3,3,1.4697437437007017,-311.32464884,-4.582315535644689
111,2,3,0.2731535549284078,72.80285849999999,-3.1947744275659384
112,3,3,2.5005180928024555,-2.152741380000002,1.1549685206650153
113,3,2,1.7500782153908527,170.50228700000002,-13.785059478720612
114,2,1,0.4434224650333678,4488.5180448,-4.629473370677747
115,2,3,1.4286683370033908,-16.70421218,
116,2,3,0.054434486309182864,843.7379727,21.036800256665877
117,2,3,0.3317101363116347,2962.8394613,-16.818698660488025
118,2,3,2.9157419098064565,-19.60711845,4.35121456032409
119,2,3,0.901093550566447,5503.636154,6.781251346843998
120,3,3,,0.0,4.17065972728949
121,2,3,1.3900164693584618,2282.0471568000003,0.3403282403326102
122,2,3,1.4980652350381467,416.96024959999994,1.4932126464412665
123,2,3,2.9382438569947005,-327.9213285000001,9.184371941520556
124,3,2,1.3376872832213953,3512.2728039999997,2.3659350068783596
125,3,3,2.2858759579032277,-7.130820549999999,-1.6810480950168554
126,3,3,3.170228514078767,679.91693153,-9.156573458565042
127,2,3,1.7224911649412995,262.5152017,-0.5331677151459786
128,3,3,3.824529684489763,1223.0186683,3.5676483922249815
